Casaubon,Kaibel
13.604e,13.82
13.604f,13.82
13.604f,13.83
13.605a,13.83
13.605b,13.83
13.605c,13.83
13.605d,13.83
13.605d,13.84
13.605e,13.84
13.605f,13.84
13.606a,13.84
13.606b,13.84
13.606b,13.85
13.606c,13.85
13.606d,13.85
13.606e,13.85
13.606f,13.85
13.607a,13.85
13.607a,13.86
13.607b,13.86
13.607c,13.86
13.607d,13.86
13.607e,13.86
13.607f,13.86
13.607f,13.87
13.608a,13.87
13.608b,13.87
13.608c,13.87
13.608d,13.88
13.608e,13.88
13.608f,13.88
13.608f,13.89
13.609a,13.89
13.609b,13.89
13.609c,13.89
13.609d,13.89
13.609e,13.89
13.609e,13.90
13.609f,13.90
13.610a,13.90
13.610b,13.90
13.610b,13.91
13.610c,13.91
13.610d,13.91
13.610d,13.92
13.610e,13.92
13.610f,13.92
13.611a,13.92
13.611b,13.92
13.611b,13.93
13.611c,13.93
13.611d,13.93
13.611e,13.93
13.611e,13.94
13.611f,13.94
13.612a,13.94
13.612b,13.94
13.612b,13.95
13.612c,13.95
13.612d,13.95
13.612e,13.95
13.612f,13.95
14.613a,14.1
14.613b,14.1
14.613c,14.1
14.613c,14.2
14.613d,14.2
14.614a,14.2
14.614b,14.2
14.614c,14.2
14.614c,14.3
14.614d,14.3
14.614e,14.3
14.614f,14.3
14.615a,14.3
14.615a,14.4
14.615b,14.4
14.615c,14.4
14.615d,14.4
14.615e,14.4
14.615e,14.5
14.615f,14.5
14.616a,14.5
14.616b,14.5
14.616b,14.6
14.616c,14.6
14.616d,14.6
14.616e,14.6
14.616e,14.7
14.616f,14.7
14.617a,14.7
14.617b,14.7
14.617b,14.8
14.617c,14.8
14.617d,14.8
14.617e,14.8
14.617f,14.8
14.617f,14.9
14.618a,14.9
14.618b,14.9
14.618c,14.9
14.618c,14.10
14.618d,14.10
14.618e,14.10
14.618f,14.10
14.619a,14.10
14.619b,14.10
14.619c,14.10
14.619c,14.11
14.619d,14.11
14.619e,14.11
14.619f,14.11
14.620a,14.11
14.620a,14.12
14.620b,14.12
14.620c,14.12
14.620d,14.12
14.620d,14.13
14.620e,14.13
14.620f,14.13
14.621a,14.13
14.621b,14.13
14.621b,14.14
14.621c,14.14
14.621d,14.14
14.621d,14.15
14.621e,14.15
14.621f,14.15
14.622a,14.15
14.622a,14.16
14.622b,14.16
14.622c,14.16
14.622d,14.16
14.622d,14.17
14.622e,14.17
14.622f,14.17
14.623a,14.17
14.623b,14.17
14.623c,14.17
14.623d,14.17
14.623e,14.18
14.623f,14.18
14.624a,14.18
14.624b,14.18
14.624c,14.18
14.624c,14.19
14.624d,14.19
14.624e,14.19
14.624f,14.19
14.625a,14.19
14.625b,14.19
14.625b,14.20
14.625c,14.20
14.625d,14.20
14.625e,14.20
14.625e,14.21
14.625f,14.21
14.626a,14.21
14.626a,14.22
14.626b,14.22
14.626c,14.22
14.626d,14.22
14.626e,14.22
14.626f,14.22
14.626f,14.23
14.627a,14.23
14.627b,14.23
14.627c,14.23
14.627d,14.23
14.627d,14.24
14.627e,14.24
14.627f,14.24
14.628a,14.24
14.628b,14.24
14.628b,14.25
14.628c,14.25
14.628d,14.25
14.628e,14.25
14.628f,14.25
14.629a,14.26
14.629b,14.26
14.629c,14.26
14.629d,14.26
14.629d,14.27
14.629e,14.27
14.629f,14.27
14.630a,14.27
14.630b,14.28
14.630c,14.28
14.630d,14.28
14.630e,14.28
14.630e,14.29
14.630f,14.29
14.631a,14.29
14.631b,14.29
14.631b,14.30
14.631c,14.30
14.631d,14.30
14.631e,14.30
14.631e,14.31
14.631f,14.31
14.632a,14.31
14.632b,14.31
14.632b,14.32
14.632c,14.32
14.632d,14.32
14.632e,14.32
14.632f,14.32
14.632f,14.33
14.633a,14.33
14.633b,14.33
14.633c,14.33
14.633d,14.33
14.633e,14.33
14.633e,14.34
14.633f,14.34
14.634a,14.34
14.634b,14.34
14.634b,14.35
14.634c,14.35
14.634d,14.35
14.634e,14.35
14.634e,14.36
14.634f,14.36
14.635a,14.36
14.635b,14.36
14.635c,14.36
14.635c,14.37
14.635d,14.37
14.635e,14.37
14.635f,14.37
14.636a,14.37
14.636a,14.38
14.636b,14.38
14.636c,14.38
14.636c,14.39
14.636d,14.39
14.636e,14.39
14.636e,14.40
14.636f,14.40
14.637a,14.40
14.637b,14.40
14.637b,14.41
14.637c,14.41
14.637d,14.41
14.637e,14.41
14.637f,14.41
14.637f,14.42
14.638a,14.42
14.638b,14.42
14.638c,14.42
14.638d,14.42
14.638d,14.43
14.638e,14.43
14.638f,14.43
14.639a,14.43
14.639b,14.44
14.639c,14.44
14.639d,14.44
14.639d,14.45
14.639e,14.45
14.639f,14.45
14.640a,14.45
14.640a,14.46
14.640b,14.46
14.640c,14.46
14.640d,14.46
14.640e,14.46
14.640e,14.47
14.640f,14.47
14.641a,14.47
14.641b,14.47
14.641c,14.47
14.641c,14.48
14.641d,14.48
14.641e,14.48
14.641f,14.48
14.641f,14.49
14.642a,14.49
14.642b,14.49
14.642c,14.49
14.642d,14.49
14.642e,14.49
14.642e,14.50
14.642f,14.50
14.643a,14.50
14.643b,14.50
14.643c,14.50
14.643d,14.50
14.643e,14.50
14.643e,14.51
14.643f,14.51
14.644a,14.51
14.644b,14.51
14.644c,14.51
14.644c,14.52
14.644d,14.52
14.644e,14.52
14.644f,14.52
14.644f,14.53
14.645a,14.53
14.645b,14.53
14.645c,14.53
14.645d,14.53
14.645e,14.54
14.645f,14.54
14.646a,14.54
14.646b,14.55
14.646c,14.55
14.646d,14.55
14.646e,14.55
14.646e,14.56
14.646f,14.56
14.647a,14.56
14.647b,14.56
14.647c,14.56
14.647c,14.57
14.647d,14.57
14.647e,14.57
14.647f,14.57
14.648a,14.57
14.648b,14.57
14.648b,14.58
14.648c,14.58
14.648c,14.59
14.648d,14.59
14.648e,14.59
14.648e,14.60
14.648f,14.60
14.649a,14.60
14.649b,14.60
14.649c,14.60
14.649c,14.61
14.649d,14.61
14.649e,14.61
14.649e,14.62
14.649f,14.62
14.650a,14.62
14.650b,14.62
14.650b,14.63
14.650c,14.63
14.650d,14.63
14.650e,14.63
14.650e,14.64
14.650f,14.64
14.651a,14.64
14.651b,14.64
14.651b,14.65
14.651c,14.65
14.651d,14.65
14.651e,14.65
14.651f,14.65
14.651f,14.66
14.652a,14.66
14.652b,14.66
14.652b,14.67
14.652c,14.67
14.652d,14.67
14.652e,14.67
14.652f,14.67
14.653a,14.67
14.653b,14.67
14.653b,14.68
14.653c,14.68
14.653d,14.68
14.653e,14.68
14.653f,14.68
14.654a,14.68
14.654a,14.69
14.654b,14.69
14.654c,14.69
14.654d,14.69
14.654d,14.70
14.654e,14.70
14.654f,14.70
14.655a,14.70
14.655b,14.70
14.655b,14.71
14.655c,14.71
14.655d,14.71
14.655e,14.71
14.655f,14.72
14.656a,14.72
14.656b,14.72
14.656c,14.73
14.656d,14.73
14.656e,14.73
14.656e,14.74
14.656f,14.74
14.657a,14.74
14.657b,14.74
14.657c,14.74
14.657d,14.74
14.657e,14.74
14.657e,14.75
14.657f,14.75
14.658a,14.75
14.658a,14.76
14.658b,14.76
14.658c,14.76
14.658d,14.76
14.658e,14.76
14.658e,14.77
14.658f,14.77
14.659a,14.77
14.659b,14.77
14.659c,14.77
14.659d,14.77
14.659d,14.78
14.659e,14.78
14.659f,14.78
14.660a,14.78
14.660a,14.79
14.660b,14.79
14.660c,14.79
14.660d,14.79
14.660d,14.80
14.660e,14.80
14.660f,14.80
14.661a,14.80
14.661b,14.80
14.661c,14.80
14.661d,14.80
14.661d,14.81
14.661e,14.81
14.661f,14.81
14.662a,14.81
14.662b,14.81
14.662c,14.81
14.662d,14.81
14.662d,14.82
14.662e,14.82
14.662e,14.83
14.662f,14.83
14.663a,14.83
14.663b,14.83
14.663c,14.83
14.663d,14.83
14.663d,14.84
14.663e,14.84
14.663f,14.84
14.664a,14.84
14.664b,14.84
14.664c,14.84
14.664d,14.84
14.664e,14.84
14.664f,14.84
15.665a,15.1
15.665b,15.1
15.665c,15.1
15.665d,15.1
15.665d,15.2
15.665e,15.2
15.666a,15.2
15.666b,15.2
15.666c,15.2
15.666c,15.3
15.666d,15.3
15.666e,15.3
15.666e,15.4
15.666f,15.4
15.667a,15.4
15.667b,15.4
15.667b,15.5
15.667c,15.5
15.667d,15.5
15.667e,15.5
15.667e,15.6
15.667f,15.6
15.668a,15.6
15.668b,15.6
15.668c,15.6
15.668c,15.7
15.668d,15.7
15.668e,15.7
15.668f,15.7
15.668f,15.8
15.669a,15.8
15.669b,15.8
15.669c,15.8
15.669d,15.8
15.669d,15.9
15.669e,15.9
15.669f,15.9
15.670a,15.9
15.670b,15.9
15.670c,15.9
15.670d,15.9
15.670e,15.9
15.670f,15.9
15.670f,15.10
15.671a,15.10
15.671b,15.10
15.671b,15.11
15.671c,15.11
15.671d,15.11
15.671e,15.11
15.671f,15.11
15.671f,15.12
15.672a,15.12
15.672b,15.12
15.672c,15.12
15.672d,15.12
15.672e,15.12
15.672e,15.13
15.672f,15.13
15.673a,15.13
15.673b,15.13
15.673b,15.14
15.673c,15.14
15.673d,15.14
15.673d,15.15
15.673e,15.15
15.673f,15.15
15.674a,15.15
15.674b,15.15
15.674b,15.16
15.674c,15.16
15.674d,15.16
15.674e,15.16
15.674f,15.16
15.675a,15.16
15.675a,15.17
15.675b,15.17
15.675c,15.17
15.675d,15.17
15.675e,15.17
15.675f,15.17
15.675f,15.18
15.676a,15.18
15.676b,15.18
15.676c,15.18
15.676d,15.18
15.676e,15.18
15.676e,15.19
15.676f,15.19
15.677a,15.19
15.677b,15.19
15.677b,15.20
15.677c,15.20
15.677d,15.20
15.677d,15.21
15.677e,15.21
15.677f,15.21
15.678a,15.22
15.678b,15.22
15.678c,15.22
15.678d,15.22
15.678e,15.23
15.678f,15.23
15.679a,15.23
15.679b,15.23
15.679b,15.24
15.679c,15.24
15.679d,15.24
15.679e,15.24
15.679e,15.25
15.679f,15.25
15.680a,15.25
15.680b,15.25
15.680c,15.25
15.680c,15.26
15.680d,15.26
15.680e,15.26
15.680e,15.27
15.680f,15.27
15.681a,15.27
15.681b,15.27
15.681b,15.28
15.681c,15.28
15.681d,15.28
15.681e,15.28
15.681f,15.28
15.682a,15.28
15.682b,15.28
15.682b,15.29
15.682c,15.29
15.682d,15.29
15.682d,15.30
15.682e,15.30
15.682f,15.30
15.683a,15.31
15.683b,15.31
15.683c,15.31
15.683d,15.31
15.683e,15.31
15.683f,15.31
15.684a,15.31
15.684b,15.31
15.684c,15.31
15.684d,15.31
15.684d,15.32
15.684e,15.32
15.684f,15.32
15.685a,15.32
15.685b,15.32
15.685c,15.32
15.685c,15.33
15.685d,15.33
15.685e,15.33
15.685f,15.33
15.686a,15.33
15.686b,15.33
15.686c,15.33
15.686c,15.34
15.686d,15.34
15.686e,15.34
15.686f,15.34
15.687a,15.34
15.687a,15.35
15.687b,15.35
15.687c,15.35
15.687d,15.35
15.687d,15.36
15.687e,15.36
15.687f,15.36
15.688a,15.36
15.688b,15.36
15.688c,15.36
15.688c,15.37
15.688d,15.37
15.688e,15.37
15.688e,15.38
15.688f,15.38
15.689a,15.38
15.689b,15.38
15.689b,15.39
15.689c,15.39
15.689d,15.39
15.689e,15.39
15.689e,15.40
15.689f,15.40
15.690a,15.40
15.690a,15.41
15.690b,15.41
15.690c,15.41
15.690d,15.41
15.690d,15.42
15.690e,15.42
15.690f,15.42
15.691a,15.42
15.691b,15.42
15.691b,15.43
15.691c,15.43
15.691c,15.44
15.691d,15.44
15.691e,15.44
15.691f,15.44
15.691f,15.45
15.692a,15.45
15.692b,15.45
15.692c,15.45
15.692c,15.46
15.692d,15.46
15.692e,15.46
15.692f,15.46
15.692f,15.47
15.693a,15.47
15.693b,15.47
15.693c,15.47
15.693c,15.48
15.693d,15.48
15.693e,15.48
15.693f,15.48
15.693f,15.49
15.694a,15.49
15.694b,15.49
15.694c,15.49
15.694c,15.50
15.694d,15.50
15.694e,15.50
15.694f,15.50
15.695a,15.50
15.695b,15.50
15.695c,15.50
15.695d,15.50
15.695e,15.50
15.695f,15.50
15.696a,15.50
15.696a,15.51
15.696b,15.51
15.696c,15.51
15.696d,15.51
15.696d,15.52
15.696e,15.52
15.696f,15.52
15.697a,15.52
15.697b,15.52
15.697b,15.53
15.697c,15.53
15.697d,15.53
15.697e,15.53
15.697e,15.54
15.697f,15.54
15.698a,15.54
15.698a,15.55
15.698b,15.55
15.698c,15.55
15.698d,15.55
15.698e,15.55
15.698f,15.55
15.699a,15.55
15.699a,15.56
15.699b,15.56
15.699c,15.56
15.699d,15.57
15.699e,15.57
15.699f,15.57
15.699f,15.58
15.700a,15.58
15.700a,15.59
15.700b,15.59
15.700c,15.59
15.700c,15.60
15.700d,15.60
15.700e,15.60
15.700f,15.60
15.701a,15.60
15.701b,15.60
15.701b,15.62
15.701c,15.62
15.701d,15.62
15.701e,15.62
15.701f,15.62
15.701f,15.63
15.702a,15.63
15.702b,15.63
15.702c,15.63
